"id","name","parent"
"15330000-0","Fruits et légumes transformés","15300000-1"
"15331000-7","Légumes transformés","15330000-0"
"15331100-8","Légumes frais ou congelés","15331000-7"
"15331110-1","Légumes-racines transformés","15331100-8"
"15331120-4","Légumes-tubercules transformés","15331100-8"
"15331130-7","Haricots, pois, poivrons, tomates et autres légumes","15331100-8"
"15331131-4","Haricots transformés","15331130-7"
"15331132-1","Pois transformés","15331130-7"
"15331133-8","Pois cassés","15331130-7"
"15331134-5","Tomates transformées","15331130-7"
"15331135-2","Champignons transformés","15331130-7"
"15331136-9","Poivrons transformés","15331130-7"
"15331137-6","Germes de soja","15331130-7"
"15331138-3","Truffes","15331130-7"
"15331140-0","Légumes à feuilles et choux","15331100-8"
"15331142-4","Choux transformés","15331140-0"
"15331150-3","Légumes à cosse transformés","15331100-8"
"15331170-9","Légumes congelés","15331100-8"
"15331400-1","Légumes en conserve et/ou en boîte","15331000-7"
"15331410-4","Haricots à la sauce tomate","15331400-1"
"15331411-1","Haricots blancs à la sauce tomate","15331410-4"
"15331420-7","Tomates en conserve","15331400-1"
"15331423-8","Tomates en boîte","15331420-7"
"15331425-2","Purée de tomates","15331420-7"
"15331427-6","Concentré de tomates","15331420-7"
"15331428-3","Sauce tomate","15331420-7"
"15331430-0","Champignons en boîte","15331400-1"
"15331450-6","Olives transformées","15331400-1"
"15331460-9","Légumes en boîte","15331400-1"
"15331461-6","Choucroute en boîte","15331460-9"
"15331462-3","Pois en boîte","15331460-9"
"15331463-0","Haricots écossés en boîte","15331460-9"
"15331464-7","Haricots entiers en boîte","15331460-9"
"15331465-4","Asperges en boîte","15331460-9"
"15331466-1","Olives en boîte","15331460-9"
"15331470-2","Maïs doux","15331400-1"
"15331480-5","Légumes ayant subi un traitement de conservation temporaire","15331400-1"
"15331500-2","Légumes conservés dans le vinaigre","15331000-7"
"15332000-4","Fruits et fruits à coque transformés","15330000-0"
"15332100-5","Fruits transformés","15332000-4"
"15332140-7","Pommes transformées","15332100-5"
"15332150-0","Poires transformées","15332100-5"
"15332160-3","Bananes transformées","15332100-5"
"15332170-6","Rhubarbe","15332100-5"
"15332180-9","Melons","15332100-5"
"15332200-6","Confitures et marmelades; gelées de fruits; purées et pâtes de fruits ou de fruits à coque","15332000-4"
"15332230-5","Marmelades","15332200-6"
"15332231-2","Marmelade d'oranges","15332230-5"
"15332232-9","Marmelade de citrons","15332230-5"
"15332240-8","Gelées de fruits","15332200-6"
"15332250-1","Pâtes de fruits","15332200-6"
"15332260-4","Pâtes de fruits à coque","15332200-6"
"15332261-1","Beurre d'arachide","15332260-4"
"15332270-7","Purées de fruits","15332200-6"
"15332290-3","Confitures","15332200-6"
"15332291-0","Confiture d'abricots","15332290-3"
"15332292-7","Confiture de mûres","15332290-3"
"15332293-4","Confiture de cassis","15332290-3"
"15332294-1","Confiture de cerises","15332290-3"
"15332295-8","Confiture de framboises","15332290-3"
"15332296-5","Confiture de fraises","15332290-3"
"15332300-7","Fruits à coque transformés","15332000-4"
"15332310-0","Fruits à coque grillés ou salés","15332300-7"
"15332400-8","Conserves de fruits","15332000-4"
"15332410-1","Fruits secs","15332400-8"
"15332411-8","Raisins secs de Corinthe transformés","15332410-1"
"15332412-5","Raisins transformés","15332410-1"
"15332419-4","Sultanines","15332410-1"
"15333000-1","Sous-produits végétaux","15330000-0"
"15400000-2","Huiles et graisses animales ou végétales","15000000-8"
"15410000-5","Huiles et graisses animales ou végétales brutes","15400000-2"
"15411000-2","Huiles animales ou végétales","15410000-5"
"15411100-3","Huiles végétales","15411000-2"
"15411110-6","Huile d'olive","15411100-3"
"15411120-9","Huile de sésame","15411100-3"
"15411130-2","Huile d'arachide","15411100-3"
"15411140-5","Huile de coco","15411100-3"
"15411200-4","Huile de cuisson","15411000-2"
"15411210-7","Huile de friture","15411200-4"
"15412000-9","Graisses","15410000-5"
"15412100-0","Graisses animales","15412000-9"
"15412200-1","Graisses végétales","15412000-9"
"15413000-6","Résidus solides de graisses ou huiles végétales","15410000-5"
"15413100-7","Tourteaux","15413000-6"
"15420000-8","Huiles et graisses raffinées","15400000-2"
"15421000-5","Huiles raffinées","15420000-8"
"15422000-2","Graisses raffinées","15420000-8"
"15423000-9","Graisses ou huiles hydrogénées ou estérifiées","15420000-8"
"15424000-6","Cires végétales","15420000-8"
"15430000-1","Graisses comestibles","15400000-2"
"15431000-8","Margarine et préparations similaires","15430000-1"
"15431100-9","Margarine","15431000-8"
"15431110-2","Margarine liquide","15431100-9"
"15431200-0","Pâtes à tartiner allégées ou à faible teneur en matières grasses","15431000-8"
"15500000-3","Produits laitiers","15000000-8"
"15510000-6","Lait et crème fraîche","15500000-3"
"15511000-3","Lait","15510000-6"
"15511100-4","Lait pasteurisé","15511000-3"
"15511200-5","Lait stérilisé","15511000-3"
"15511210-8","Lait UHT","15511200-5"
"15511300-6","Lait écrémé","15511000-3"
"15511400-7","Lait demi-écrémé","15511000-3"
"15511500-8","Lait entier","15511000-3"
"15511600-9","Lait condensé","15511000-3"
"15511700-0","Lait en poudre","15511000-3"
"15512000-0","Crème fraîche","15510000-6"
"15512100-1","Crème fraîche liquide","15512000-0"
"15512200-2","Crème fraîche épaisse","15512000-0"
"15512300-3","Crème épaisse","15512000-0"
"15512900-9","Crème fraîche à fouetter","15512000-0"
"15530000-2","Beurre","15500000-3"
"15540000-5","Fromages","15500000-3"
"15541000-2","Fromage de table","15540000-5"
"15542000-9","Fromage frais","15540000-5"
"15542100-0","Cottage cheese","15542000-9"
"15542200-1","Fromage à pâte molle","15542000-9"
"15542300-2","Feta","15542000-9"
"15543000-6","Fromage râpé, en poudre, bleu et autre fromage","15540000-5"
"15543100-7","Fromage à pâte bleue","15543000-6"
"15543200-8","Cheddar","15543000-6"
"15543300-9","Fromage râpé","15543000-6"
"15543400-0","Parmesan","15543000-6"
"15544000-3","Fromage à pâte dure","15540000-5"
"15545000-0","Fromage à tartiner","15540000-5"
"15550000-8","Produits laitiers divers","15500000-3"
"15551000-5","Yaourt et autres produits laitiers fermentés","15550000-8"
"15551300-8","Yaourt","15551000-5"
"15551310-1","Yaourt nature","15551300-8"
"15551320-4","Yaourt aromatisé","15551300-8"
"15551500-0","Babeurre","15551000-5"
"15552000-2","Caséine","15550000-8"
"15553000-9","Lactose ou sirop de lactose","15550000-8"
"15554000-6","Petit-lait","15550000-8"
"15555000-3","Crème glacée et produits similaires","15550000-8"
"15555100-4","Crème glacée","15555000-3"
"15555200-5","Sorbet","15555000-3"
"15600000-4","Produits de la minoterie, amidon et produits amylacés","15000000-8"
"15610000-7","Produits de la minoterie","15600000-4"
"15611000-4","Riz décortiqué","15610000-7"
"15612000-1","Farine de céréales ou farine végétale et produits connexes","15610000-7"
"15612100-2","Farine de blé","15612000-1"
"15612110-5","Farine complète","15612100-2"
"15612120-8","Farine de boulangerie","15612100-2"
"15612130-1","Farine sans levure","15612100-2"
"15612150-7","Farine de pâtisserie","15612100-2"
"15612190-9","Farine fermentante","15612100-2"
"15612200-3","Farine de céréales","15612000-1"
"15612210-6","Farine de maïs","15612200-3"
"15612220-9","Farine de riz","15612200-3"
"15612300-4","Farines végétales","15612000-1"
"15612400-5","Mélanges utilisés pour la préparation de produits de boulangerie","15612000-1"
"15612410-8","Préparations pour gâteaux","15612400-5"
"15612420-1","Préparations à cuire au four","15612400-5"
"15612500-6","Produits de boulangerie","15612000-1"
"15613000-8","Produits à base de grains de céréales","15610000-7"
"15613100-9","Gruaux","15613000-8"
"15613300-1","Produits céréaliers","15613000-8"
"15613310-4","Céréales pour petit déjeuner","15613300-1"
"15613311-1","Flocons de maïs","15613310-4"
"15613313-5","Muesli ou équivalent","15613310-4"
"15613319-7","Blé soufflé","15613310-4"
"15613380-5","Flocons d'avoine","15613300-1"
"15614000-5","Riz transformé","15610000-7"
"15614100-6","Riz à grains longs","15614000-5"
"15614200-7","Riz usiné","15614000-5"
"15614300-8","Brisures de riz","15614000-5"
"15615000-2","Son","15610000-7"
"15620000-0","Amidons et produits amylacés","15600000-4"
"15621000-7","Huile de maïs","15620000-0"
"15622000-4","Glucose et produits à base de glucose, de fructose et produits à base de fructose","15620000-0"
"15622100-5","Glucose et produits à base de glucose","15622000-4"
"15622110-8","Glucose","15622100-5"
"15622120-1","Sirop de glucose","15622100-5"
"15622300-7","Fructose et produits à base de fructose","15622000-4"
"15622310-0","Fructose","15622300-7"
"15622320-3","Préparations à base de fructose","15622300-7"
"15622321-0","Solutions de fructose","15622320-3"
"15622322-7","Sirop de fructose","15622320-3"
"15623000-1","Amidons et fécules","15620000-0"
"15624000-8","Tapioca","15620000-0"
"15625000-5","Semoule","15620000-0"
"15626000-2","Poudre pour pudding","15620000-0"
"15700000-5","Aliments pour animaux","15000000-8"
"15710000-8","Aliments prêts à l'emploi pour animaux d'élevage et autres animaux","15700000-5"
"15711000-5","Nourriture pour poissons","15710000-8"
"15712000-2","Fourrage sec","15710000-8"
"15713000-9","Aliments pour animaux de compagnie","15710000-8"
"15800000-6","Produits alimentaires divers","15000000-8"
"15810000-9","Produits de panification, pâtisserie fraîche et gâteaux","15800000-6"
"15811000-6","Produits de panification","15810000-9"
"15811100-7","Pain","15811000-6"
"15811200-8","Petits pains","15811000-6"
"15811300-9","Croissants","15811000-6"
"15811400-0","Petites crêpes épaisses","15811000-6"
"15811500-1","Produits de panification préparés","15811000-6"
"15811510-4","Sandwichs","15811500-1"
"15811511-1","Sandwichs préparés","15811510-4"
"15812000-3","Pâtisserie et gâteaux","15810000-9"
"15812100-4","Pâtisserie","15812000-3"
"15812120-0","Tourtes","15812100-4"
"15812121-7","Tourtes salées","15812120-0"
"15812122-4","Tourtes sucrées","15812120-0"
"15812200-5","Gâteaux","15812000-3"
"15813000-0","Aliments pour petit déjeuner","15810000-9"
"15820000-2","Biscottes et biscuits; pâtisserie et gâteaux de conservation","15800000-6"
"15821000-9","Produits de panification grillés et pâtisserie","15820000-2"
"15821100-0","Produits de panification grillés","15821000-9"
"15821110-3","Pain grillé","15821100-0"
"15821130-9","Pain croustillant dit Knaeckebrot","15821100-0"
"15821150-5","Biscottes","15821100-0"
"15821200-1","Biscuits sucrés","15821000-9"
"15830000-5","Sucre et produits connexes","15800000-6"
"15831000-2","Sucre","15830000-5"
"15831200-4","Sucre blanc","15831000-2"
"15831300-5","Sucre d'érable et sirop d'érable","15831000-2"
"15831400-6","Mélasse","15831000-2"
"15831500-7","Sirops de sucre","15831000-2"
"15831600-8","Miel","15831000-2"
"15832000-9","Déchets provenant de la fabrication du sucre","15830000-5"
"15833000-6","Produits à base de sucre","15830000-5"
"15833100-7","Desserts","15833000-6"
"15833110-0","Fonds de tartes","15833100-7"
"15840000-8","Cacao; chocolat et sucreries","15800000-6"
"15841000-5","Cacao","15840000-8"
"15841100-6","Pâte de cacao","15841000-5"
"15841200-7","Beurre, graisse ou huile de cacao","15841000-5"
"15841300-8","Poudre de cacao non sucrée","15841000-5"
"15841400-9","Poudre de cacao sucrée","15841000-5"
"15842000-2","Chocolat et sucreries","15840000-8"
"15842100-3","Chocolat","15842000-2"
"15842200-4","Produits à base de chocolat","15842000-2"
"15842210-7","Boisson chocolatée","15842200-4"
"15842220-0","Barres de chocolat","15842200-4"
"15842300-5","Confiserie","15842000-2"
"15842310-8","Bonbons","15842300-5"
"15842320-1","Nougat","15842300-5"
"15842400-6","Fruits, fruits à coque ou écorces de fruits confits au sucre","15842000-2"
"15850000-1","Pâtes alimentaires","15800000-6"
"15851000-8","Produits farinacés","15850000-1"
"15851100-9","Pâtes alimentaires non cuites","15851000-8"
"15851200-0","Pâtes alimentaires préparées et couscous","15851000-8"
"15851210-3","Pâtes alimentaires préparées","15851200-0"
"15851220-6","Pâtes alimentaires farcies","15851200-0"
"15851230-9","Lasagnes","15851200-0"
"15851250-5","Couscous","15851200-0"
"15851290-7","Pâtes alimentaires en conserve","15851200-0"
"15860000-4","Café, thé et produits connexes","15800000-6"
"15861000-1","Café","15860000-4"
"15861100-2","Café torréfié","15861000-1"
"15861200-3","Café décaféiné","15861000-1"
"15862000-8","Succédanés de café","15860000-4"
"15863000-5","Thé","15860000-4"
"15863100-6","Thé vert","15863000-5"
"15863200-7","Thé noir","15863000-5"
"15864000-2","Préparations de thé ou de maté","15860000-4"
"15864100-3","Thé en sachets","15864000-2"
"15865000-9","Infusions","15860000-4"
"15870000-7","Condiments et assaisonnements","15800000-6"
"15871000-4","Vinaigre; sauces; condiments composés; farine et poudre de moutarde; moutarde préparée","15870000-7"
"15871100-5","Vinaigre et succédanés de vinaigre","15871000-4"
"15871110-8","Vinaigre ou équivalent","15871100-5"
"15871200-6","Sauces, condiments et assaisonnements composés","15871000-4"
"15871210-9","Sauce soja","15871200-6"
"15871230-5","Ketchup","15871200-6"
"15871250-1","Moutarde","15871200-6"
"15871260-4","Sauces","15871200-6"
"15871270-7","Condiments composés","15871200-6"
"15871273-8","Mayonnaise","15871270-7"
"15871274-5","Pâtes à tartiner pour sandwichs","15871270-7"
"15871279-0","Chutney","15871270-7"
"15872000-1","Herbes et épices","15870000-7"
"15872100-2","Poivre","15872000-1"
"15872200-3","Épices","15872000-1"
"15872300-4","Herbes","15872000-1"
"15872400-5","Sel","15872000-1"
"15872500-6","Gingembre","15872000-1"
"15880000-0","Produits nutritionnels spéciaux","15800000-6"
"15881000-7","Préparations alimentaires homogénéisées","15880000-0"
"15882000-4","Produits diététiques","15880000-0"
"15884000-8","Aliments pour nourrissons","15880000-0"
"15890000-3","Produits alimentaires et produits secs divers","15800000-6"
"15891000-0","Soupes et bouillons","15890000-3"
"15891100-1","Soupes à base de viande","15891000-0"
"15891200-2","Soupes à base de poisson","15891000-0"
"15891300-3","Soupes composées","15891000-0"
"15891400-4","Soupes","15891000-0"
"15891410-7","Soupes instantanées","15891400-4"
"15891500-5","Bouillons","15891000-0"
"15891600-6","Fonds","15891000-0"
"15891610-9","Bouillons instantanés","15891600-6"
"15891900-9","Soupes de légumes","15891000-0"
"15892000-7","Sucs et extraits d'origine végétale, matières peptiques et épaississants","15890000-3"
"15892100-8","Sucs d'origine végétale","15892000-7"
"15892200-9","Extraits d'origine végétale","15892000-7"
"15892400-1","Épaississants","15892000-7"
"15893000-4","Denrées sèches","15890000-3"
"15893100-5","Préparations alimentaires","15893000-4"
"15893200-6","Préparations pour desserts","15893000-4"
"15893300-7","Préparations pour sauces","15893000-4"
"15894000-1","Produits alimentaires transformés","15890000-3"
"15894100-2","Repas végétariens","15894000-1"
"15894200-3","Repas préparés","15894000-1"
"15894210-6","Repas pour écoles","15894200-3"
"15894220-9","Repas pour hôpitaux","15894200-3"
"15894300-4","Plats préparés","15894000-1"
"15894400-5","Casse-croûte","15894000-1"
"15894500-6","Produits pour distributeurs automatiques","15894000-1"
"15894600-7","Garnitures pour sandwichs","15894000-1"
"15894700-8","Épicerie fine","15894000-1"
"15895000-8","Aliments pour restauration rapide","15890000-3"
"15895100-9","Hamburgers","15895000-8"
"15896000-5","Produits surgelés","15890000-3"
"15897000-2","Aliments en conserve et rations de campagne","15890000-3"
"15897100-3","Rations de campagne","15897000-2"
"15897200-4","Aliments en conserve","15897000-2"
"15897300-5","Colis alimentaires","15897000-2"
"15898000-9","Levure","15890000-3"
"15899000-6","Levure chimique","15890000-3"
"15900000-7","Boissons, tabac et produits connexes","15000000-8"
"15910000-0","Boissons alcoolisées distillées","15900000-7"
